"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1221027","N/D","OF-6","Commander 16 Air Assault Brigade","Comd 16 Air Assault Bde is to command OPCOM troops and prepare and deliver force elements in role in order to contribute to the Land Command and UK Defence capability. As directed, deliver the required collective training for all Force Elements assigned to 16 Air Assault Bde. Increase and enhance the deployability of soldiers within 16 Air Assault Bde.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1596792","N/D","1.00","N/A","","","Military","","1"
"1223786","N/D","OF-6","Commander 1 Mechanised Brigade","Comd 1 Mech Bde is to command OPCOM troops and prepare and deliver force elements in role in order to contribute to the Land Command and UK Defence capability. As directed, deliver the required collective training for all Force Elements assigned to 1 Mech Bde. Increase and enhance the deployability of soldiers within 1 Mech Bde.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1224948","N/D","OF-6","Deputy Military Secretary","Holds responsibility for the career management and development of officers (below Major General) and all soldiers in the Army, both Regular and Reserve. Mission: ‘To develop, manage and guide the careers of all officers and soldiers, giving due weight to the needs of both the Army and the individual, with the overriding purpose of enhancing the operational effectiveness of the Army.’","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1225305","N/D","OF-6","Deputy Commander British Forces Germany","Support GOC British Forces Germany in delivering principal BFG outputs and achieveing the BFG mission.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1226744","N/D","OF-6","Commander Collective Training Group","CTG is to deliver to the Field Army and others the most effective education, training and training support within resources in order to prepare force elements to succeed on current, contingent and future operations. It is also to deliver a coherent and relevant training progression across the Collective Training Establishments (CTEs), and fulfil responsibilities for the construct and refine functions of collective training in accordance with Collective Training Governance.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1228936","N/D","OF-6","Brigadier Operational Law","OLB is based at the Land Warfare Centre led by an ALS brigadier. It delivers legal support and training on operational and international law and provides legal support on operations.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1229309","N/D","OF-6","Commander Artillery 1 (UK) Division","Comd Arty 1 (UK) Div is to command OPCOM troops, prepare and deliver force elements within the Divisional Artillery Group and facilitate the planning and delivery of all Fires and Influence activity within 1 (UK) Div.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1242034","N/D","OF-6","Commander 8 Force Engineer Brigade","Comd 8 Force Generates the C-IED TF, MSSG, RE support to HQ AIR, the RE Works Gp and co-ordinates the training for the Engr Gp for HERRICK. Much of this is beyond OPCOM units. He is also CRE Fd Army and Standing Joint Force Engr in PJHQ.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1253061","N/D","OF-6","Commander 15 (North East) Brigade","15 (NE) Brigade is the regional brigade which looks after the Army's interests in the North East of England. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CLF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1257340","N/D","OF-6","Chief G7 Training & Development HQ Allied Rapid Reaction Corps","To coordinate and oversee training and devlopment within the Allied Rapid Reaction Corps in order to prepare the headquarters for forthcoming deployments and commitments. Thereby contributing towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1257781","N/D","OF-6","Chief Joint Fires & Influence Branch HQ Allied Rapid Reaction Corps","Ch JF&I Br is to command OPCOM troops, develop JF&I policy within the HQ and facilitate the planning and delivery of all Fires and Influence activity when deployed.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1258544","N/D","OF-6","Chief Engineer HQ Allied Rapid Reaction Corps","Ch Engr is to command OPCOM troops, develop Engr policy within the HQ and facilitate the planning and delivery of all Engr activity when deployed.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1258926","N/D","OF-6","Chief Personnel and Logistics HQ Allied Rapid Reaction Corps","Coordinate and deliver all support activity within HQ Allied Rapid Reaction Corps to optimise the military capability within the Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1260044","N/D","OF-6","Commander 1 Signals Brigade","Comd 1 Sig Bde is to command Operational Command troops, and prepare and deliver Command Support and General Support Communication Information Systems to Headquarters Allied Rapid Reaction Corps in order to contribute towards the UK military commitment to NATO.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1261026","N/D","OF-6","Commander Initial Training Group","Mission. Train Regular and TA soldiers to the quantity and standards directed by the Training Delivery Authority (TDA) and the Training Requirements Authority (TRA) in order to prepare them for Phase 2 training. Initial Training Group delivers relevant, progressive, challenging and safe training for Regular and TA soldiers, facilitating their successful transition to Phase 2 training. Through Values Based Leadership by inspirational Permanent Staff, we lay the foundations of military character in our Soldiers under Training. By contextualising the Soldiers’ education and training, we prepare them both for Phase 2 training and subsequent operations in Afghanistan.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1266346","N/D","OF-6","Commander 11 Signals Brigade","Comd 11 Signal Brigade commands and FORGEN the 5 x Campaign Signal Regiments for HERRICK; EWSI capability for HERRICK and contingent ops; and Level 3 technical support for worldwide Army CIS and Log NEC capability. In addition the Bde delivers complex CIS projects onto operations and provides CIS support to PDT for HQ TFH and its BGs as well as JFSp(A).","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"01330433","N/D","OF-6","Assistant Chief of Staff Support","Assistant Chief of Staff Support controls the Land Forces plans and resources staff and has responsibility for delivering organisational and structural change within the Field Army.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"01330435","N/D","OF-6","Director Personnel Operations","Directors Personnel Operations will cohere and integrate operationally and non-operationally focused regimental functions vested in the Corps Colonels, command DCAMUS, Colonel AGC and Colonel Brigade of Gurkhas (BG) and deliver staff outputs for Heritage, PS12 (Ceremonial), repatriation and the Army Inquiries and Aftercare Support Cell (AI & ASC).","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1448299","N/D","OF-6","Commandant School of Infantry","Mission: “To deliver trained officers and soldiers in accordance with the statement of training requirement in order to support the operational requirements of the Army and defence”. The School of Infantry (Sch of Inf) trains and qualifies officers, warrant officers, non-commissioned officers, other ranks, and recruits for the Infantry and wider Army in battlefield leadership and dismounted close combat. It does this in three principal establishments: The Infantry Training Centre at Catterick, the Infantry Battle School at Brecon, and the Support Weapons School at Warminster.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1459738","N/D","OF-6","Commander 38 (Irish) Brigade","38 (Irish) Brigade is the regional brigade which commands operations and delivers the Firm Base in Northern Ireland in order to meet CLF's operational requirements and wider Defence needs.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1474760","N/D","OF-6","Commander 2 Medical Brigade","2 Med Bde is to: a. Op ENTIRETY. Contribute to the optimal delivery of Op ENTIRETY in order to ensure the sucessful execution of the COIN campaign in Afghanistan. b. Force Generation. Prepare Force Elements and individuals for current operations, primarily Afghanistan, and readiness within allocated resources.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1484098","N/D","OF-6","Commander 101 Logistics Brigade","Comd 101 Log Bde is to command OPCOM troops and prepare, maintain and when ordered, deploy designated Force Elements in order to provide Joint Force Suppport and, if necessary, Land Component 3rd Line Logistic capability.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1523140","N/D","OF-6","Director British Forces Germany Health Service","To improve the health of the Army by assuring the delivery of appropriate, safe and timely healthcare, ensuring that the Army is supported by robust and sustainable services in order to maximise operational effectiveness.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1538780","N/D","OF-6","Commandant Royal School of Military Engineering","The Royal School of Military Engineering (RSME) provides training in all engineering disciplines, which provide the unique range of skills that are fundamental to the Military Engineer as well as delivering Military working animals, handlers and maintainers. Military Engineer skills include the command and management of engineer tasks, combat engineering, artisan, technical and professional engineering, communication, watermanship and driving specialist engineer vehicles.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1574502","N/D","OF-6","Brigadier Media and Communication (Army)","On behalf of CGS, BMC(A) plans and coordinates all Army communication activities in direct support of Defence Media and Communications' objectives. BMC(A) is required to conduct agile, coherent and influential internal and external communication in order to improve an understanding of the Army and thereby maintain, protect and enhance the Army's capability and reputation. BMC(A) directs all Army communication assets, from press officers and presentation teams to publications and websites.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1591929","N/D","OF-6","Chief of Staff Force Development and Training","Direct and coordinate the staff output within FDT to optimise the the delivery of Army capability through cohernet support to subordinate and superior organisations.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1596498","N/D","OF-6","Director Developemnt Joint Helicopter Command","As Director Development and Director Army Air Corps, Brigadier David Short is responsible for all future planning and developments of the JHC ranging from Front Line Operations to Exercises in the UK. As professional head of the AAC, Brig Short is responsible for the values, ethos, image (including media) and general well-being of the AAC. DAAvn is to give direction and professional advice on Army Aviation (AAvn) and AAC matters; act as the CAA&I and to be the Release to Service Authority (RTSA) for all Army aircraft, in order to sustain the delivery of military aviation capability in pursuit of the UK’s Defence aim.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1596792","N/D","1.00","N/A","","","Military","","1"
"1599388","N/D","OF-6","Deputy Comd Joint Helicopter Command","JHC provides battlefield helicopter (BH) and air assault force elements to conduct and support operations within designated readiness and capabilities, in order to support the UK’s Defence strategy. The JHC commands all the BH of the Royal Navy, Army and Royal Air Force, operating over 250 aircraft including the Sea King and Lynx helicopters of the Royal Navy’s Commando Helicopter Force; the Chinook, Puma and Merlin helicopters of the Royal Air Force and the Apache, Lynx, Gazelle and Bell 212 helicopters and the Islander fi xed wing aircraft of the Army Air Corps.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1596792","N/D","1.00","N/A","","","Military","","1"
"1600451","N/D","OF-6","Deputy Chaplain General","Support the Chaplain General District in delivering principal MOD Chplains (Army) outputs.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1601318","N/D","OF-6","Director Plans","To direct Army HQ forward planing, force development, organisational change, resource planning and use information as a resource.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1601441","N/D","OF-6","Director Olympics","Support Standing Joint Commander in coordinating and delivering military and security support to the 2012 Olympic Games.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","Liability to be deleted by end Nov 12","1"
"1601488","N/D","OF-6","Assistant Chief of Staff Operations","The Commitments Directorate (Cts Dir) has 3 branches: Counter-Terrorism & United Kingdom Operations (CT & UK Ops), which includes the Standing Joint Commander UK (SJC(UK)); Counter-Improvised Explosive Devices (C-IED); and Operations Commitments (Ops Cts).","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1602797","N/D","OF-6","Director Manning (Army)","DM(A) is to develop and direct manning and employment and health policy and plans in order to sustain the Army manpower component of Defence capability, now and in the future.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603179","N/D","OF-6","Director Personnel Services (Army)","DPS(A) is to develop policy for the promotion of the Army's ethos, the maintenance of discipline, and the development and delivery of the Army's conditions of service, in order to sustain the motivation and well being of the Army.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603207","N/D","OF-6","Director Personnel Capability","Mission: To develop Army personnel strategy and engage with Defence and the other services to shape and influence strategic personnel direction and the delivery of joint effects, in order to sustain and enhance the operational effectiveness of the Army.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603303","N/D","OF-6","Provost Marshall (Army)","Provost Marshal (Army) (PM (A)) is the Head of Service and Director of The Provost Branch of the Adjutant General’s Corps. The Provost Branch comprises 3 distinct organisations: the Royal Military Police; the Military Provost Staff; and the Military Provost Guard Service. PM (A) is appointed by CGS with responsibility to provide the necessary military police, custodial and guarding services to the Army, whilst acting as CAA &I for investigations, detention and close protection. PM (A) is also appointed by the Secretary of State for Defence as Inspector of Military Establishments (Army) (I of ME (A)).","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1178844","N/D","1.00","N/A","","","Military","","1"
"1603496","N/D","OF-6","Director Staff and Personnel Support (Army)","HQ DSPS(A) is the lead staff branch in Army HQ on military human resources delivery and associated issues. It provides the Army with holistic and timely policy, direction and professional advice on all aspects of personnel administration (including delivery of pay, allowances, charges, public and non-public funds) and staff support to units and formations. In addition, as an Arms and Service Directorate, it is also responsible for sustaining the military capability of SPS Branch personnel (Regular and Reserves) across all the DLoDs.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603539","N/D","OF-6","Director Educational and Training Services (Army)","DETS(A) is responsible for Army Educational Policy and provides functional direction to and assurance of Army Educational and Training Services. DETS(A) delivers subject matter expertise for Army/MOD/OGD, external stakeholders, professional bodies and other Armed Forces. DETS(A) is also the lead proponent for cultural and language capability; Army Library and Information Services; Accreditation.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603638","N/D","OF-6","Director Infrastructure","The Directorate of Infrastructure exists to provide the Competent Army Authority for Infrastructure. DInfra defines the required Army Estate and secures the funding required to deliver, develop and maintain the modern infrastructure needed to support the Army’s current and future basing requirements. The overall vision is to ensure that the Army is housed in modern infrastructure on the home base, where soldiers and their families want to live and work.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1603664","N/D","OF-6","Director Legal Advisory","D Legal Advisory is a 1* staff directorate in Army HQ that delivers military legal support to Army HQ and its chain of command on discipline and administrative law, employment law and legislation and training.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1604346","N/D","OF-6","Director Logistics","D Log (A) is the Army’s 1* Logistic Proponent and lead for all logistic policy and plans, logistic support, and CSS operational capability matters, including assurance, in order to support the provision of Force Elements (FE)","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1604479","N/D","OF-6","Director Equipment","The Equipment Directorate’s mission is to equip and support the force now and in the future in order to allow it to train and fight. It is the lead on UOR and Equipment Plan capability integration and achieves its objectives through the coordinated efforts of three branches, each headed up by an Assistant Director.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1605127","N/D","OF-6","Head Information Superiority","The Directorate is the focal point for all ISTAR policy, planning, doctrine, training and equipment capability matters within Army HQ. The Directorate also acts as the single Army authority for the provision of policy, direction and professional advice to PJHQ, MOD and other service commands on both G2 and ISTAR issues within the Land Environment. The Directorate focuses on delivering coherent ISTAR capability for the Current Operating Environment and offers Army subject matter expertise to Defencewide ISTAR programmes that will deliver enduring capabilities. The G2 Ops team ensures the effective delivery of intelligence on political and military developments in operational areas, and those areas where developing situations could lead to the involvement of British Forces within the Army.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1605168","N/D","OF-6","Director Training","D Trg(A) provides the Army HQ’s 1* focal point for the Training Line of Development.  Part of Army HQ, D Trg(A) comprises of 4 staff branches: Individual Training, Training Development, Training Capability and Collective Training.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1606414","N/D","OF-6","Director Medical Capability (Army)","D Med Plans(A) supports DGAMS in the development of medical operational concepts, doctrine and capability, health advice and healthcare policy in order to meet the requirements of the Army and Defence. To develop Land Forces' medical operational capability in order to meet Army and Defence requirements.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591920","N/D","1.00","N/A","","","Military","","1"
"1614114","N/D","OF-6","Director Force Development","The Director Force Development sets the long term agenda for Army Transformation. The directorate looks out to the medium and long term in order to identify trends and drivers that will impact on future force development in its widest sense. It is a cross DLOD activity and enables DGLW to offer evidentially based advice to Comd FDT as he sets priorities across his command and as he seeks to influence senior decision makers in both the Army and Defence.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1662048","N/D","OF-6","Chief of Staff Support Command","Chief of Staff Support Command is responsible for the command and management of HQ Support Command.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1598314","N/D","1.00","N/A","","","Military","","1"
"1671307","N/D","OF-6","Capability Director Combat","Capability Director Combat is to drive a process of capability development that is led by force design, sets properly designed and costed Key User Requirements, is effectively integrated and coherent across Defence Lines of Development (DLoD), is underpinned by thorough investigation and analysis, identifies the capabilities required for the future (expressed as functional concepts, CONEMPs and CONUSEs), and contributes to the construction of a balanced and affordable Land Programme.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1701968","N/D","OF-6","Capability Director Combat Support","Capability Director Combat Support is to drive a process of capability development that is led by force design, sets properly designed and costed Key User Requirements, is effectively integrated and coherent across Defence Lines of Development (DLoD), is underpinned by thorough investigation and analysis, identifies the capabilities required for the future (expressed as functional concepts, CONEMPs and CONUSEs), and contributes to the construction of a balanced and affordable Land Programme.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1704052","N/D","OF-6","Capability Director Information","Capability Director Information is to lead development and X-DLOD Integration of designated deployable C4ISR capabilities in order to enable success on operations, now and in the future.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
"1705702","N/D","OF-6","Capability Director Combat Service Support","Capability Director Combat Service Support is to drive a process of capability development that is led by force design, sets properly designed and costed Key User Requirements, is effectively integrated and coherent across Defence Lines of Development (DLoD), is underpinned by thorough investigation and analysis, identifies the capabilities required for the future (expressed as functional concepts, CONEMPs and CONUSEs), and contributes to the construction of a balanced and affordable Land Programme.","Ministry of Defence","Ministry of Defence","Army","01264 886108","LF-Sec-Group@mod.uk","1591926","N/D","1.00","N/A","","","Military","","1"
