"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"00144816","N/D","SCS1","Counsellor Defence Policy and Nuclear","Responsible for management and direction of a civilian and military staff organized as a Defence Policy Team and a Nuclear Strategic Deterrent and Chemical Biological and Radiological Defence (NSD & CBRD) Team. The Defence Policy Team promotes cooperation and dialogue with the US defence community on strategic defence and national security issues and supports policy work on current military operations issues. The NSD & CBRD Team supports US/UK collaboration on nuclear deterrence; weapon stockpile reduction, testing and compliance and threat reduction; as well as, collaboration on chemical, biological, radiological,nuclear defence; and dialogue on ballistic missile defence.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1062827","0","1","0","0","","Policy","Added to Position 1062827","1"
"1055683","Lieutenant General Richard Barrons","OF-8","Deputy Chief of Defence Staff (Military Strategic Operations)","Director of Operations. Joint responsibility (with DG Sec Pol for delivering strategy and planning for operations, directs and conducts operations at the strategic level)","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00109715","268912","1","130000","134999","","Military","","1"
"1128589","N/D","OF-6","Deputy Director Combined Joint Operations from the Sea Centre of Excellence","The Deputy Director (DDir) of CJOS COE is responsible for the daily operations, development and production of the Centre’s Programme of Work, and its future vision. As the Director is dual hatted with Commander Second Fleet, the DDir generally takes the commanding role. He forges close links with ACT, NATO commands and authorities, international organizations (including the UN), NATO national authorities as well as academic institutions in order to deliver the Centres’ extensive Programme. He also takes a lead role in promoting UK military interests in the Norfolk area including supporting visits of UK ships and senior personnel. CJOS COE is a joint and combined MOU-based organization with IMO status. It is a source of maritime expertise on all aspects of NATO transformation of joint expeditionary operations from the sea to the sponsoring nations. It is made up of 32 personnel from 13 NATO nations.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1062827","0","1","0","0","","Military","Added to Position 1062827","1"
"189101","N/D","SCS1","Head DIU Pol And Disclosure Unit","Policy on judicial and external scrutiny of MOD business, Policy & Disclosure","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","188553","970634","1","0","0","","Policy","","1"
"180361","N/D","SCS1","Head Public Inquiries","Policy on judicial and external scrutiny of MOD business, public enquiries","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","188553","419363","1","0","0","","Policy","","1"
"1570344","N/D","OF-6","Head Targeting & Information Operations","Direction and conduct of current and future operations at the strategic level by providing advice and coordination of MOD Targeting, Information Operations (IO), Computer Network Operations (CNO) and Special Capability efforts, policy and capability development.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1055692","1853141","1","0","0","","Military","","1"
"1131246","N/D","OF-6","Military Attaché","The Military Attach","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1062827","0","1","0","0","","Military","Added to Position 1062827","1"
"00144805","N/D","SCS2","Minister (Defence Materiel)","The senior Ministry of Defence Civil Servant in the United States. As Civil Secretary, he has responsibility for financial management governance of the BDS-US budget. As Minister (Defence Materiel), he is responsible to HMA for all aspects of the UK/US defence equipment acquisition, technology and logistics policy, programmes and process.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1062827","0","1","80000","84999","","Policy","Added to Position 1062827","1"
"1131246","N/D","OF-6","Naval Attaché","The Naval Attaché and his staff act as the principal advisers on maritime matters to Her Majesty's Ambassador and the Defence Attaché; represent the Royal Navy and Ministry of Defence (Navy) in the US; act as principal points of contact between the UK Ministry of Defence and the US Chief of Naval Operations, US Marine Corps and the US Coast Guard Service; and oversee arrangements for Royal Navy ships visits to the US.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1062827","0","1","0","0","","Military","Added to Position 1062827","1"
"142227","N/D","SCS1","Operations Directorate - Head Afghanistan Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Afghanistan Policy Matters","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","142008","408476","1","0","0","","Policy","","1"
"1586951","N/D","OF-6","Operations Directorate - Head Ops B","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Operations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","142008","1442833","1","0","0","","Military","","1"
"143581","N/D","SCS1","Operations Directorate - Head Counter Terrorism & UK Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Policy","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","142008","445164","1","0","0","","Policy","","1"
"1055711","N/D","OF-6","Operations Directorate - Head Ops A","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Overseas Operations matters","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","142008","1345063","1","0","0","","Military","","1"
"184000","N/D","SCS1","Operations Directorate - Head Special Forces & Legal Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Special Forces and Legal Issues","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","142008","777702","1","0","0","","Policy","","1"
"140333","N/D","SCS3","Director General Security Policy & Operations","MOD's principal adviser on defence contribution to HMG security policy and shaping international relations","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00109715","312293","1","125000","129999","","Policy","","1"
"141691","N/D","SCS2","Director International Security Policy","Security co-operation activiity - NATO/EU/UN, Europe and North Africa, North America, Russia, China, Koreas and Japan; Arms Control and Counter Proliferation, Conflict Pool Director","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","140333","0","1","85000","89999","","Policy","Added to Position 140333","1"
"188553","N/D","SCS2","Director Judicial Engagement Policy","Policy on judicial and external scrutiny of MOD business, including Iraq and other public enquiries, inquests and significant claims against the department.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","140333","0","1","95000","99999","","Policy","Added to Position 140333","1"
"142008","N/D","SCS2","Director Operational Policy","CT & SF Policy; NI and GB issues; policy context for planning and conduct of operations; Iraq/Afghanistan/Iran/South America(inc Brazil, Argentina, Falklands, Chile); Stabilisation Unit Director","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1055683","0","1","80000","84999","","Policy","Added to Position 1055683","1"
"142662","N/D","SCS1","Head Arms Control & Proliferation","Provide advice on all aspects of counter-proliferation, disarmament and arms control, both policy and implementation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","1055683","916555","1","0","0","","Policy","","1"
"1121412","N/D","OF-6","Head Chemical, Biological, Radiological & Nuclear Policy","Policy lead for countering all aspects of the threat posed by CBRN weapons of mass destruction (WMD)","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","196733","1513997","1","0","0","","Military","","1"
"1062827","Major General Buster Howes","OF-7","Head of British Defence Staff-United States and Defence Attaché.","The DA is Her Majesty’s Ambassador’s senior adviser on defence issues, and as Head of the BDS-US has responsibility for all military and civilian MoD personnel located both within the Embassy and in 34 states across the USA. Responsibilities include sustaining collective oversight of the bilateral Defence relationship with the USA and all related MOD activity. Pursuing objectives and priorities endorsed by DG Sec Pol.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","140333","391923","1","110000","114999","","Military","Added to Position 140333","1"
"1055688","N/D","OF-6","DOC-Head","Produce Defence Operational Lessons and conduct Audit of Defence capability","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00109715","525714","1","0","0","","Military","","1"
"135042","N/D","SCS1","Head International Policy France","International acquisition issues within MOD and wider Government & US, FR, the EU (EDA) and NATO; US/UK Defence Trade Treaty; UK-France Higher Level Working Group","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","141691","342169","1","0","0","","Policy","","1"
"142856","N/D","SCS1","Head International Policy & Planning(Civilian)","Delivery of global military strategic planning; development of security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","141691","1848094","1","0","0","","Policy","","1"
"1561030","N/D","OF-6","Head International Policy & Planning(Military)","Delivery of global military strategic planning; development of security co-operation, conflict prevention and security sector reform in the Levant, Sub-Saharan Africa, South and South East Asia; recruit, direct and support worldwide Defence Attaché and Loan Service network","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","141691","1268022","1","0","0","","Military","","1"
"148649","N/D","SCS1","Head NATO & Europe Policy","Policy advice directed at promoting the UK’s security interests through NATO and the EU and with European partners.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","141691","1677558","1","0","0","","Policy","","1"
"142073","N/D","SCS1","Head Defence Security and Priorities","Lead on the Ministry of Defence’s contribution to the development of the National Security Strategy (NSS) and Strategic Defence and Security Review (SDSR);","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","141691","1238876","1","0","0","","Policy","","1"
"194736","Lieutenant General Simon Mayall","OF-8","Special Representative to the Middle East","Special Representative to the Middle East, on behalf of Secretary of State","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00155792","0","1","135000","139999","","Military","Added to Position 155792","1"
"00195772","Kathy Barnes","SCS2","Human Resources Director (HRD)","The Human Resources Director (HRD) is the Civilian Workforce Process Owner and is responsible for advising the Defence Board and Ministers on Civilian Workforce Strategy (CWS), civilian personnel policy, and employee relations, and providing assurance on the integrity of HR delivery systems. This includes responsibility for implementing the programme to reduce the size of the civilian workforce, while maintaining its effectiveness, to which the Department committed in the SDSR. HRD is also responsible for supporting PUS in her role of ‘Head of Profession’ for MOD civil servants.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00179598","193731","1","95000","99999","","Human Resources","","1"
"00194018","N/D","SCS1","HRD-Hd of Human Resource Business Partners","The Principal HR Business Partner is responsible for: providing HR insight and input into the development of the DE&S business strategy and change programme; identifying, developing, implementing and monitoring a range of HR interventions to achieve business objectives; and for ensuring the services provided to DE&S by the DBSO and Civil Service Shared Expert Services meet business needs. As well as the DE&S-specific role, and on behalf of the Process Owner, the Principal HR Business Partner provides the professional focus for the HR Business Partner function both internally within MOD and across the Civil Service.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00195772","2769652","1","0","0","","Human Resources","","1"
"00108754","N/D","SCS1","HRD-Strategic HR-Head 1","The Head Office Strategic HR Policy team is responsible for strategic workforce management, talent management, skills planning, and HR policies and procedures, which meet business needs, support managers to get the best from their people now and in the future, and enable the Department manage employee relations and comply with employment and equality legislation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00195772","1111412","1","0","0","","Human Resources","","1"
"00106838","N/D","SCS1","HRD-Strategic HR-Head 2","The Head Office Strategic HR Policy team is responsible for strategic workforce management, talent management, skills planning, and HR policies and procedures, which meet business needs, support managers to get the best from their people now and in the future, and enable the Department manage employee relations and comply with employment and equality legislation.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00195772","1051177","1","0","0","","Human Resources","","1"
"00137261","Vacant","SCS2","Director of Media and Communications","Provision of communications support to Ministers & DMB Members. Production of Communication Plans. Management of New Media. Management and Production of Policy for Media Operations. Delivery of Defence and Services PR. Delivery of Defence Internal Communication. Delivery of Communication Policy across Defence. Delivery of Media Training across defence.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","N/A","HOCSFIN-HeadGroupMailbox@mod.uk","00005654","0","1","0","0","","Communications","","1"
"00137262","N/D","SCS1","Head of News","Authorised channel of communication with the news media. Presentational advice to Ministers, officers and officials. Briefing journalists and dealing with media inquiries. Effective rebuttal strategies. Interviews, press conferences, briefings, facilities etc. Ministerial visits and Parliamentary business","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00137261","989798","1","0","0","","Communications","","1"
"00137265","N/D","OF-6","Head of Operational Communications","Provide situational awareness to DMC on all operational issues. Identify threats risks and opportunities to communicating current operations and develop and manage communications plans to address them. Develop and co-ordinate delivery of timely and effective comms plans. Strategic Marketing – Provide expert communications input to comms planning and deliver tri-service documentaries, features, events and publications. PR (Navy) – Promote RN reputation within Defence Communications. PR (Army) – Promote Army reputation within Defence Communications. PR (RAF) – Promote RAF reputation within Defence Communications. DMOC – Develop Defence operational comms capability and deliver operational communications effectively.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00137261","3844676","1","0","0","","Military","","1"
"00137266","N/D","SCS1","Head of Secretariat and New Media","Runs the directorate’s communications horizon scanning capability to identify future communications threats and opportunities; manages the MOD’s programme of internal and public research on defence reputation. Responsible for drawing up and delivering strategies to address communication issues and planning major non-operational defence announcements. Responsible for internal communications including the future Forces broadcasting service  project, new media policy across the full range of defence activity, editorial content of the news elements of the department’s main website and intranet, speechwriting for Ministers and senior officials. Also responsible for the unit that handles the directorate’s parliamentary business and budget and for the MOD art collection.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00137261","1335097","1","0","0","","Communications","","1"
"00106000","David Williams","SCS3","Director General Finance","Financial & performance management; planning round and in year management, government wide head of profession for accountants","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00005654","302141","1","100000","104999","","Finance","","1"
"00106029","Carole Tolley","SCS2","Director of Resources Head Office and Corporate Finance","Director of Resources Head Office and Corporate Finance responsible for the Financial Management Policy and Accounting team and the Business Strategy and Governance team. As SFO for the HO&CS TLB, Dir Res HO&CF supports DG T&CS, the HO&CS TLB holder, in the day to day management of the TLB and as Head of Establishment for London Buildings.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","85000","89999","","Finance","Added to Position 106000","1"
"00111813","N/D","SCS1","HD of Business Strategy And Governance","Setting direction for trading funds, management of loans and dividens, advice to ministers as TF owners, asset management","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106029","806985","1","0","0","","Policy","","1"
"00025463","N/D","SCS1","HD of Financial Management, Policy and Accounting","Development & operation of the defence financial management systems; policy relating to finance skills and finance issues including: regularity and propriety, income generation, external assistance, accounting, tax and duty, production of the MOD financia","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106029","1590092","1","0","0","","Finance","","1"
"00106032","N/D","SCS1","HD Head Office and Corporate Services Finance","Head of Finance for Head Office & Corperate Services TLB. Responsible for Planning, In Year Management, and all Aspects of financial management for the TLB.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106029","607313","1","0","0","","Finance","","1"
"00110351","N/D","SCS1","HD Head Office and Corporate Services Security, Safety and Business Resilience","Security, Safety & Business Continuity","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106029","3643678","1","0","0","","Policy","","1"
"00105232","Richard Jones","SCS2","Director Financial Planning and Scrutiny","Scrutiny and advice across the whole range of MOD systems","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","80000","84999","","Finance","Added to Position 106000","1"
"00135903","N/D","SCS1","HD of Equipment Capability Secretariat","Secretariat, requirement and affordability scrutiny, IAB approvals process","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00105232","702000","1","0","0","","Finance","","1"
"00109679","N/D","SCS1","HD of Scrutiny Air/Sea/CIS","Scrutiny & advice across a range of Air, maritime and communication & information systems projects","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00105232","542908","1","0","0","","Finance","","1"
"00109782","N/D","SCS1","HD of Scrutiny Land/Estates/Policy","Scrutiny and advice across policy & plans, land and defence estates projects","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00105232","358374","1","0","0","","Finance","","1"
"00106044","N/D","SCS1","HD of Defence Resources","Planning rounds and in year management","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00105232","883879","1","0","0","","Finance","","1"
"00107359","Prabhat Vaze","SCS2","Director Analytical Services And Advice","General economic advice, appraisal & evaluation, price indices, personnel stats, surveys, health and welfare of defence staff and veterans statistics","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","80000","84999","","Economics","Added to Position 106000","1"
"00107429","N/D","SCS1","HD of Defence Economic & Statistical Advice","Economic advice, appraisal and evaluation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00107359","1040205","1","0","0","","Economics","","1"
"00107421","N/D","SCS1","HD of Defence Statistics","Personnel statistics,analysis, modelling, health, welfare and forecast of armed forces and MOD civilian personnel","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00107359","1731572","1","0","0","","Statisticians","","1"
"00149996","N/D","SCS1","HD of Corporate Services & Development","Advanced manpower modelling, publication, dissemination and statistical computing.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00107359","1463048","1","0","0","","Statisticians","","1"
"00195020","Louise Tulett","SCS2","Director of Financial Management Reform","Responsible for Financial Management Reform","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","90000","94999","","Finance","Added to Position 106000","1"
"195065","N/D","SCS1","HD of Financial Management Reform","Responsible for Financial Management Reform","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00195020","444690","1","0","0","","Finance","","1"
"00198327","N/D","SCS1","HD Civil Service Reform (NE)","Project work in support of Civil Service Reform in the North East","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00195020","0","1","0","0","","Finance","Added to Position 106000","1"
"00106027","N/D","SCS1","HD of Internal Audit","Independent audit and counter fraud service","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","3411778","1","0","0","","Internal Audit","","1"
"00189656","N/D","SCS1","HD of Corporate Services Transformation Team","Implementation of the Defence Business Services Organisation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","0","0","","Programme and Project Management (PPM)","Added to Postion 106000","1"
"00179598","Jonathan Slater","SCS3","DG Transformation & Corporate Strategy","Leadership of (1) implementing the radical reform of the Ministry of Defence, and (2) managing the portfolio of programmes arising from the 2010 Strategic Defence & Security Review. Also Top Level Budget Holder for the Ministry’s Head Office & Corporate Services.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00005654","0","1","145000","149999","","Programme and Project Management (PPM)","Added to postion 00005654","1"
"00106039","Roger Hutton","SCS2","Director Transformation","Director Transformation leads and manages three Deputy Directors and their teams, as well as maintaining and developing the Department’s strategic planning framework (centred on Defence Strategic Direction) and acting as the Department’s Digital Leader.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","80000","84999","","Programme and Project Management (PPM)","Added to Position 106000","1"
"00106043","N/D","SCS1","HD of Defence Transformation Unit","Head of the Defence Transformation Unit leads on developing corporate strategy – through ownership of the overarching Strategy for Defence and implementation of the supporting planning architecture; managing the Defence Transformation Portfolio – overseeing the groupings of programmes and other initiatives that contribute to Transforming Defence; and advising on the corporate implications of key change proposals.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","413087","1","0","0","","Programme and Project Management (PPM)","","1"
"00311500","N/D","OF-6","HD of Defence Reform Unit (Design)","Head of the Defence Reform Unit and, as Programme Director, is responsible to DG T&CS for the coherent delivery of the 53 Levene Recommendations under the Defence Reform Programme.  Also responsible for keeping alive the spirit of Defence Reform in the wider Department through his role as the Defence Operating Model Design Authority.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","0","1","0","0","","Programme and Project Management (PPM)","Added to Position 106000","1"
"00195114","N/D","SCS1","HD of Defence Reform Unit (Behaviours and Business Improvement)","Head of Transformation Behaviours and Business Process Improvement team, including business process policy, GEMS scheme and Head Office Change Team.","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00106000","984691","1","0","0","","Programme and Project Management (PPM)","","1"
"00195354","Daniel Applegate","SCS2","Director Safety and Environment Authority","Regulate safety and environmental protection in compliance with Secretary of States’s Policy Statement for all safety domains outside aviation","Ministry of Defence","Ministry of Defence","Head Office and Corporate Services","0207 218 9507","HOCSFIN-HeadGroupMailbox@mod.uk","00005654","4966900","1","80000","84999","","Programme and Project Management (PPM)","","1"
