"Post Unique Reference","Name","Grade","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"155792","Gen Sir David Richards","OF-9","Chief of the Defence Staff","Chief of the Defence Staff","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","000000000","461674","1.00","180000","184999","","Military","","1"
"105227","Mark Welland","SCS4","Chief Scientific Advisor","Chief Scientific Advisor","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","005654","95641","1.00","85000","89999","","Science and Engineering","","1"
"178681","N/D","SCS1","Head of the Top Office Group Board Secretariat","Head of the Top Office Group Board Secretariat","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","005654","545121","1.00","65000","69999","","Policy","","1"
"005654","Ursula Brennan","SCS4","Permanent Undersecretary","Permanent Undersecretary","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","000000000","221780","1.00","180000","184999","","Policy","","1"
"178009","N/D","OF-6","Principal Staff Officer for the Chief of the Defence Staff","Principal Staff Officer for the Chief of the Defence Staff","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","155792","0","1.00","95000","99999","","Military","","1"
"106696","N/D","SCS1","Private Secretary to the Secretary of State","Private Secretary to the Secretary of State","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","005654","1488352","1.00","65000","69999","","Policy","","1"
"109715","Gen Nicholas Houghton","OF-9","Vice Chief of the Defence Staff","Vice Chief of the Defence Staff","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","155792","391459","1.00","180000","184999","","Military","","1"
"155817","N/D","SCS1","SofS Special Adviser 1","SofS Special Adviser 1","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","178681","0","1.00","0","0","","Policy","","1"
"155818","N/D","SCS1","SofS Special Adviser 2","SofS Special Adviser 2","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","178681","0","1.00","0","0","","Policy","","1"
"191586","N/D","SCS1","SofS Special Adviser 3","SofS Special Adviser 3","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","178681","0","1.00","0","0","","Policy","","1"
"179598","Jonathan Slater","SCS3","Director General Transformation and Corporate Strategy","Responsible for the implementation of the Defence Reform Unit recommendations and transformation of defence","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","104016","87504","1.00","145000","149999","","Finance","","1"
"1999999","N/D","OF-6","Hd Of Defence Reform Unit Engagement","Responsible for the engagement across defence on transformation","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","106039","0","1.00","95000","99999","","Military","","1"
"111565","N/D","SCS1","Hd Of Defence Reform Unit Design","Responsible for the architecture of defence reform","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","179598","478963","1.00","65000","69999","","Policy","","1"
"106039","Dominic Wilson","SCS2","Director (Strategy And Resources)","Responsible for the deliver of defence reform and transformation","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","179598","328948","1.00","85000","89999","","Finance","","1"
"160074","N/D","SCS1","HD of Defence Acquisition Reform Programme","responsible for the delivery of acquisition reform","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","106039","63539","1.00","65000","69999","","Economics","","1"
"142073","N/D","SCS1","HD of Strategy Unit","HD of Strategy Unit","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","140333","286116","1.00","65000","69999","","Finance","","1"
"190185","Chris Mace","SCS2","Director Transformation Implementation","Responsible for the implementation of the transformation of defence","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","179598","0","1.00","125000","129999","","Finance","","1"
"106043","N/D","SCS1","HD of Transformation Implementation","Responsible for the implementation of the transformation of defence","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","190185","677694","1.00","65000","69999","","Finance","","1"
"1057629","Paul Colley","OF-7","Assistant Chief of Defence Staff(Development, Concepts & Doctrine)","responsible for the military doctrine and concepts and research","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","179598","2401844","1.00","110000","114999","","Military","","1"
"1119895","N/D","OF-6","HD of Futures & Maritime","responsible for the military doctrine and concepts and research","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1057629","1042061","1.00","95000","99999","","Military","","1"
"1242123","N/D","OF-6","HD of Land & Research","responsible for the military doctrine and concepts and research","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1057629","2672786","1.00","95000","99999","","Military","","1"
"1605824","N/D","OF-6","HD of Doctrine, Air & Space","responsible for the military doctrine and concepts and research","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1057629","1632866","1.00","95000","99999","","Military","","1"
"137261","Simon Wren CBE","SCS2","Director of Media and Communications","Provision of communications support to Ministers & DMB Members. Production of Communication Plans. Management of New Media. Management and Production of Policy for Media Operations. Delivery of Defence and Services PR. Delivery of Defence Internal Communication. Delivery of Communication Policy across Defence. Delivery of Media Training across defence.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","005654","25118","1.00","105000","109999","","Communications","","1"
"137262","N/D","SCS1","Head of News","Authorised channel of communication with the news media. Presentational advice to Ministers, officers and officials. Briefing journalists and dealing with media inquiries. Effective rebuttal strategies. Interviews, press conferences, briefings, facilities etc. Ministerial visits and Parliamentary business","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","137261","1606742","1.00","65000","69999","","Communications","","1"
"137265","N/D","OF-6","Head of Operational Communications","Provide situational awareness to DMC on all operational issues. Identify threats risks and opportunities to communicating current operations and develop and manage communications plans to address them. Develop and co-ordinate delivery of timely and effective comms plans.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","137261","4041637","1.00","95000","99999","","Military","","1"
"137266","N/D","SCS1","Head of Secretariat and New Media","Runs the directorate’s communications horizon scanning capability to identify future communications threats and opportunities; manages the MOD’s programme of internal and public research on defence reputation.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","137261","1327176","1.00","65000","69999","","Communications","","1"
"1047423","Paul Lambert","OF-8","Deputy Chief of Defence Staff (Capability)","DCDS(Cap) acts as an identifiable, responsible and strong Capability Sponsor across the MOD Unified Customer in order to deliver capability that meets the endorsed requirements.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","109715","0","1.00","135000","139999","","Military","","1"
"1431838","Bill Moore","OF-7","Director (Battlespace Manoeuvre)","Dir(BM) is a member of the JCB leading on the coordination of battlespace manoeuvre and land environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1047423","166547","1.00","105000","109999","","Military","","1"
"135736","David Williams","SCS2","Director (Equipment Resources)","Director Equipment Resources is a member of the JCB and effectively finance director of the Capability Sponsor organisation, responsible for the equipment planning process, secretariat advice to Ministers and liaision with OGDS (especially HM Treasury) on equipment capability issues.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1047423","25118","1.00","90000","94999","","Finance","","1"
"1565824","Steve Hillier","OF-7","Director (Information Superiority)","Dir(IS) is a member of the JCB leading on the coordination of Information Superiority and air environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1047423","132848","1.00","105000","109999","","Military","","1"
"1105905","Amjad Hussain","OF-7","Director (Precision Attack)","Dir(PA) is a member of the JCB leading on the coordination of Precision Attack and maritime environment issues, which provides strategic direction to the coherent delivery of a balanced and affordable Equipment and Support programme.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1047423","132848","1.00","105000","109999","","Military","","1"
"1573670","N/D","OF-6","Head of Special Projects and Chemical Biological Radiological Nuclear Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver; precise, agile and timely effects worldwide.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1565824","969954","1.00","95000","99999","","Military","","1"
"1479775","N/D","OF-6","Head of Theatre Airspace Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver capabilities which enable effective and secure air operations and give a joint force the freedom to operate without interference to and from the air environment.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1431838","883758","1.00","95000","99999","","Military","","1"
"1564419","N/D","OF-6","Head of Deep Theatre Attack Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver fires against land based targets from all environments.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1105905","914558","1.00","95000","99999","","Military","","1"
"137389","N/D","SCS1","Head of Joint Training Evaluation & Simulation Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the current and future delivery of joint training and mission preparation capabilities and facilities to test,  evaluate and develop cost-effective military capability.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1105905","399865","1.00","65000","69999","","Planning","","1"
"1047472","N/D","OF-6","Head of Air & Littoral Manoeuvre Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver the landing froce from the sea; and attack, lift and find elements by air, to contribute to campaign success as part of a joint and/or coalition force.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1431838","612188","1.00","95000","99999","","Military","","1"
"1105937","N/D","OF-6","Head of Above Water Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to provide control and denail of the above water battlespace to allow joint commanders to utilise the seaward flank in military operations.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1105905","807650","1.00","95000","99999","","Military","","1"
"1432988","N/D","OF-6","Head of Capability Improvement","Responsible for providing change management and business support to the JCB and champion Through Life Capability Management(TLCM)/Acquisition Reform and innovation to deliver better solutions for defence.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1565824","494592","1.00","95000","99999","","Military","","1"
"1047441","N/D","OF-6","Head of Command Control & Information Infrastructure Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to command, inform and amange the battle and bsuiness space collaboratively from the strategic functions of the Department of State to individual military platforms over a defence-wide network.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1565824","3085846","1.00","95000","99999","","Military","","1"
"105349","N/D","SCS1","Head of Export Policy Assurance & Assurance","Responsible for the provision of co-ordinated MOD advice on export licencing control applications, protection of capability through monitoring and assessment of the release of military information, technology and equipment to overseas entities, export support and international export control initiatives.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","135736","777380","1.00","65000","69999","","Policy","","1"
"174902","N/D","OF-6","Head of Deterrent and Underwater Capability","Responsible for the delivery of a UK operationally independent, continuous and invulnerable strategic nuclear deterrent; providing support to the Senior Responsible Officer for the deterrent and ensure's that the many projects in the deterrent area are managed as a coherent programme.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","135736","1132820","1.00","95000","99999","","Military","","1"
"1047497","N/D","OF-6","Head of Equipment Plan","Responsible for the conduct of the equipment planning cycle and for producing asn Equipment and Support Plan (ESP) that is balanced, affordable and coherent with the rest of the Defence Programme; as well as the policy and management of the Urgent Operational Requirem,ents process in concert with Sec (Equipment Capability).","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","135736","753027","1.00","95000","99999","","Military","","1"
"1047516","N/D","OF-6","Head of Expeditionary Logistic & Support Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deploy and redeploy a force to a theatre of operations and to support and sustain it for the duration of operations.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1431838","918827","1.00","95000","99999","","Military","","1"
"1047464","N/D","OF-6","Head of Ground Manoeuvre Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to deliver decisive close combat effects in the land close battlespace.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1431838","1115338","1.00","95000","99999","","Military","","1"
"1567623","N/D","OF-6","Head of Intelligence Surveillance Acquisition & Reconnaissance Capability","Responsible for the delivery of Defence-wide capability solutions to the JCB related to the ability to provide accurate, timely and appropriate information and intelligence capabilities, and deliver influence and information effects through information operations.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1565824","1190394","1.00","95000","99999","","Military","","1"
"112223","N/D","SCS1","Head of Planning and Resources","Planning & Secretariat","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","110236","1266750","1.00","65000","69999","","Policy","","1"
"174649","N/D","SCS1","Head of Contracts","Procurement","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","110236","538600","1.00","65000","69999","","Procurement","","1"
"160106","N/D","OF-6","Head of Air Programmes","Military Representative","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","110236","1354962","1.00","95000","99999","","Military","","1"
"110236","Sean Bell","OF-7","DG Saudi Arabian Projects","Military Representative","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","104016","5609750","1.00","110000","114999","","Military","Reports to DG DGDC","1"
"00106000","Jon Thompson","SCS3","Director General Finance","Financial & performance management; planning round and in year management, government wide head of profession for accountants","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","005654","0","1.00","175000","179999","","Finance","","1"
"1055224","N/D","OF-8","Assistant Chief of Defence Staff (Strategy & Plans)","Financial planning for the centre and non-military areas of the MOD","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","53225","1.00","135000","139999","","Military","","1"
"126796","N/D","OF-6","HD of Army Resources And Plans","Financial planning for the Army","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055224","671174","1.00","95000","99999","","Military","","1"
"1055232","N/D","OF-6","HD of Air Resources And Plans","Financial planning for the Royal Air Force","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055224","512421","1.00","95000","99999","","Military","","1"
"1055721","N/D","OF-6","HD of Strategy Management","Responsible for planning rounds, force structure and performance management","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055224","1192278","1.00","95000","99999","","Military","","1"
"1106793","N/D","OF-6","HD of Navy Resources And Plans","Financial planning for the Royal Navy","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055224","650250","1.00","95000","99999","","Military","","1"
"00106044","N/D","SCS1","HD of Defence Resources","Planning rounds and in year management","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055224","975479","1.00","65000","69999","","Finance","","1"
"00105232","David Williams","SCS2","Director Scrutiny","Scrutiny and advice across the whole range of MOD systems","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","25118","1.00","90000","94999","","Finance","","1"
"00109679","N/D","SCS1","HD of Scrutiny Air/Sea/CIS","Scrutiny & advice across a range of Air, maritime and communication & information systems projects","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00105232","428950","1.00","65000","69999","","Finance","","1"
"00109782","N/D","SCS1","HD of Scrutiny Land/Estates/Policy","Scrutiny and advice across policy & plans, land and defence estates projects","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00105232","337449","1.00","65000","69999","","Finance","","1"
"00135903","N/D","SCS1","HD of Equipment Capability Secretariat","Secretariat, requirement and affordability scrutiny, IAB approvals process","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00105232","827372","1.00","65000","69999","","Finance","","1"
"00106008","John Neilson","SCS2","Director Financial Management","Responsible for the performance of trading funds; financial management systems; shared services, financial policy","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","276977","1.00","100000","104999","","Finance","","1"
"00025463","N/D","SCS1","HD of Financial Management, Policy and Accounting","Development & operation of the defence financial management systems; policy relating to finance skills and finance issues including: regularity and propriety, income generation, external assistance, accounting, tax and duty, production of the MOD financial accounts. treasury management for the MOD, bill payment, debt management","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106008","2180813","1.00","65000","69999","","Finance","","1"
"00111813","N/D","SCS1","HD of Business Strategy And Governance","Setting direction for trading funds, management of loans and dividens, advice to ministers as TF owners, asset management","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106008","377164","1.00","65000","69999","","Policy","","1"
"00107359","Prabhat Vaze","SCS2","Director Analytical Services And Advice","General economic advice, appraisal & evaluation, price indices, personnel stats, surveys, health and welfare of defence staff and veterans statistics","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","1608304","1.00","80000","84999","","Economics","","1"
"00107419","N/D","SCS1","HD of Health Information And Surveys.HOP For Statistics","Health and welfare of defence staff statistics","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00107359","1437108","1.00","65000","69999","","Statisticians","","1"
"00107421","N/D","SCS1","HD of Personnel Statistics and Analysis","Personnel statistics,analysis, modelling and forecast of armed forces and MOD civilian personnel","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00107359","1472994","1.00","65000","69999","","Statisticians","","1"
"00107429","N/D","SCS1","HD of Defence Economic & Statistical Advice. Hop For Economics","Economic advice, appraisal and evaluation","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00107359","1039456","1.00","65000","69999","","Economics","","1"
"195020","Louise Tulett","SCS2","Director of Financial Management Reform","Responsible for Financial Management Reform","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","0","1.00","90000","94999","","Finance","","1"
"195065","N/D","SCS1","HD of Financial Management Reform","Responsible for Financial Management Reform","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","195020","0","1.00","65000","69999","","Finance","","1"
"00106027","N/D","SCS1","HD of Internal Audit","Independent audit and counter fraud service","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","5025088","1.00","65000","69999","","Internal Audit","","1"
"00189656","N/D","SCS1","HD of Corporate Services Transformation Team","Implementation of the Defence Business Services Organisation","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","00106000","120611","1.00","65000","69999","","Programme and Project Management (PPM)","","1"
"1062831","N/D","OF-6","Air Attaché","Performs the duties of both the Air Attach","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","95000","99999","","Military","","1"
"1055716","N/D","OF-7","Assistant Chief of Defence Staff (Global Issues)","Formulation of strategic planning advice to COS and ministers, MOD’s 2* policy lead for Cyber, CBRN, and Arms, Counter Proliferation.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","140333","30888","1.00","110000","114999","","Other","","1"
"1055692","N/D","OF-7","Assistant Chief of Defence Staff Operations","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations; Defence Crisis Management Organisation process;Joint Capability; Middle East/Central America/South America (inc Peru, Colombia, Ecuador, Venezuela)","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055683","66082","1.00","110000","114999","","Other","","1"
"00144814","N/D","SCS1","Counsellor Defence Acquisition and Technology","Responsible for the management and direction of a team of civilian and military staff organized as a Defence Equipment team, a Science and Technology team and a Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) team.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","65000","69999","","Other","","1"
"00144816","N/D","SCS1","Counsellor Defence Policy and Nuclear","Responsible for management and direction of a civilian and military staff organized as a Defence Policy Team and a Nuclear Strategic Deterrent and Chemical Biological and Radiological Defence (NSD & CBRD) Team.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","65000","69999","","Other","","1"
"1055683","N/D","OF-8","Deputy Chief of Defence Staff (Operations)","Director of Operations. Joint responsibility (with DG Sec Pol for delivering strategy and planning for operations, directs and conducts operations at the strategic level)","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","109715","0","1.00","135000","139999","","Other","","1"
"1128589","N/D","OF-6","Deputy Director Combined Joint Operations from the Sea Centre of Excellence","The Deputy Director (DDir) of CJOS COE is responsible for the daily operations, development and production of the Centre’s Programme of Work, and its future vision. As the Director is dual hatted with Commander Second Fleet, the DDir generally takes the commanding role.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","95000","99999","","Military","","1"
"189101","N/D","SCS1","Head Policy & Disclosure Co-ordination","Policy on judicial and external scrutiny of MOD business, Policy & Disclosure","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","188553","97630","1.00","65000","69999","","Other","","1"
"180361","N/D","SCS1","Head Public Inquiries","Policy on judicial and external scrutiny of MOD business, public enquiries","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","188553","19526","1.00","65000","69999","","Other","","1"
"1570344","N/D","OF-6","Head Targeting & Information Operations","Direction and conduct of current and future operations at the strategic level by providing advice and coordination of MOD Targeting, Information Operations (IO), Computer Network Operations (CNO) and Special Capability efforts, policy and capability development.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1055692","85608","1.00","95000","99999","","Military","","1"
"746667","N/D","OF-6","Military Attaché","The Military Attach","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","95000","99999","","Military","","1"
"00144805","N/D","SCS2","Minister (Defence Materiel)","The senior Ministry of Defence Civil Servant in the United States. As Civil Secretary, he has responsibility for financial management governance of the BDS-US budget. As Minister (Defence Materiel).","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","80000","84999","","Other","","1"
"1131246","N/D","OF-6","Naval Attaché","The Naval Attaché and his staff act as the principal advisers on maritime matters to Her Majesty's Ambassador and the Defence Attaché; represent the Royal Navy and Ministry of Defence (Navy) in the US.","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","1062827","0","1.00","95000","99999","","Military","","1"
"142227","N/D","SCS1","Operations Directorate - Head Afghanistan Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Afghanistan Policy Matters","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","142008","0","1.00","65000","69999","","Other","","1"
"1586951","N/D","OF-6","Operations Directorate - Head Counter Terrorism & UK Operations","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Operations","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","142008","1768073","1.00","95000","99999","","Military","","1"
"143581","N/D","SCS1","Operations Directorate - Head Counter Terrorism & UK Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Counter Terrorism Policy","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","142008","0","1.00","65000","69999","","Other","","1"
"1055711","N/D","OF-6","Operations Directorate - Head Overseas Operations","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Overseas Operations matters","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","142008","220982","1.00","95000","99999","","Military","","1"
"184000","N/D","SCS1","Operations Directorate - Head Special Forces & Legal Policy","Operational strategy and planning; direction and conduct of operations at the strategic level; maintenance of policy context for planning and conduct of operations. Special Forces and Legal Issues","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","142008","35194","1.00","65000","69999","","Other","","1"
"140333","N/D","SCS3","Director General Security Policy & Operations","MOD's principal adviser on defence contribution to HMG security policy and shaping international relations","Ministry of Defence","Ministry of Defence","Central Top Level Budget","020 721 82829","CTLBSDM-groupmail@mod.uk","104016","39052","1.00","125000","129999","","Other","","1"
"167105","Vacant","SCS2","Director International Acquisition Policy","International acquisition issues within MOD and wider Government & US, FR, the EU (EDA) and NATO; US/UK Defence Trade Treaty; UK-France Higher Level Working Group","Ministry of Defence","Ministry of Defence","Central Top Level Budget","N/A","CTLBSDM-groupmail@mod.uk","140333","0","1.00","0","0","","Other","Post became vacant on 1/9/11","1"
