"Post Unique Reference","Name","Grade (or equivalent)","Job Title","Job/Team Function","Parent Department","Organisation","Unit","Contact Phone","Contact E-mail","Reports to Senior Post","Salary Cost of Reports (£)","FTE","Actual Pay Floor (£)","Actual Pay Ceiling (£)","","Professional/Occupational Group","Notes","Valid?"
"1103525","N/D","OF-6","Royal Marines Training Stream Leader / Commandant Commando Training Centre Royal Marines (CTCRM)","To train the required number of Royal Marines, commanders and specialists ready for Operations in order to support the Front Line and wider Defence. Major units in the Training Stream include: the Commando Training Centre, the RM School of Music and 1 Assault Group RM.","Ministry of Defence","Ministry of Defence","Navy Command TLB","02392 628695","FLEET-DCS FOICELL-f@MOD.UK","1083930","N/D","1.00","0","0","","Military","Team costs included in 1121821","1"
"0","N/D","OF-7","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
"0","N/D","OF-6","Not in Post","N/A","Ministry of Defence","Ministry of Defence","N/A","N/A","FLEET-DCS FOICELL-f@MOD.UK","1121821","N/D","1.00","0","0","","Military","Costs included in 1121821","1"
