Post Unique Reference,Name,Grade,Job Title,Job/Team Function,Parent Department,Organisation,Unit,Contact Phone,Contact E-mail,Reports to Senior Post,Salary Cost of Reports (£),FTE,Actual Pay Floor (£),Actual Pay Ceiling (£),,Profession,Notes,Valid?
1217095,N/D,OF-6,Commander 104 Logistics Support Brigade,"Comd 104 Log Sp Bde is to command OPCOM troops and prepare, maintain and when ordered, deploy designated Force Elements in order to provide Joint Force Suppport and, if necessary, Land Component 3rd Line Logistic capability.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1151649,1758764,1,N/D,,,Military,,1
1474760,N/D,OF-6,Commander 2 Medical Brigade,"2 Med Bde is to: a. Op ENTIRETY. Contribute to the optimal delivery of Op ENTIRETY in order to ensure the sucessful execution of the COIN campaign in Afghanistan. b. Force Generation. Prepare Force Elements and individuals for current operations, primarily Afghanistan, and readiness within allocated resources.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1151649,3147615,1,N/D,,,Military,,1
1596792,Air Vice-Marshal C Dixon,OF-7,Commander Joint Helicopter Command,Provide designated Force Elements to conduct and support operations in pursuit of the UK’s Defence Aim.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,248457151,1,N/D,,,Military,,1
1599388,N/D,OF-6,Deputy Comd Joint Helicopter Command,"JHC provides battlefi eld helicopter (BH) and air assault force elements to conduct and support operations within designated readiness and capabilities, in order to support the UK’s Defence strategy. The JHC commands all the BH of the Royal Navy, Army and Royal Air Force, operating over 250 aircraft including the Sea King and Lynx helicopters of the Royal Navy’s Commando Helicopter Force; the Chinook, Puma and Merlin helicopters of the Royal Air Force and the Apache, Lynx, Gazelle and Bell 212 helicopters and the Islander fi xed wing aircraft of the Army Air Corps.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1596792,9867555,1,N/D,,,Military,,1
1596498,N/D,OF-6,Director Developemnt/Director Army Aviation Joint Helicopter Command,"As Director Development and Director Army Air Corps, Brigadier David Short is responsible for all future planning and developments of the JHC ranging from Front Line Operations to Exercises in the UK. As professional head of the AAC, Brig Short is responsible for the values, ethos, image (including media) and general well-being of the AAC. DAAvn is to give direction and professional advice on Army Aviation (AAvn) and AAC matters; act as the CAA&I and to be the Release to Service Authority (RTSA) for all Army aircraft, in order to sustain the delivery of military aviation capability in pursuit of the UK’s Defence aim.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1596792,N/D,1,N/D,,,Military,,1
1221027,N/D,OF-6,Commander 16 Air Assault Brigade,"Comd 16 Air Assault Bde is to command OPCOM troops and prepare and deliver force elements in role in order to contribute to the Land Command and UK Defence capability. As directed, deliver the required collective training for all Force Elements assigned to 16 Air Assault Bde. Increase and enhance the deployability of soldiers within 16 Air Assault Bde.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1596792,1619596,1,N/D,,,Military,,1
1591926,Lieutenant General P R Newton,OF-8,Commader Force Development and Training,Commander FDT is to optimise the delivery of Army capability in order to ensure success on operations now and in the future.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,11746416,1,N/D,,,Military,,1
1591929,N/D,OF-6,Chief of Staff Force Development and Training,Direct and coordinate the staff output within HQ FDT to optimise the the delivery of Army capability through cohernet support to subordinate and superior organisations.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,3847841,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1605168,N/D,OF-6,Director Training,"D Trg(A) provides the Army Staff’s 1* focal point for the Training Line of Development. Part of HQLF, D Trg(A) comprises of 4 staff branches: Individual Training, Training Development, Training Capability and Collective Training.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,329726,1,N/D,,,Military,,1
1603839,Major General P W Jaques,OF-7,"Director General Logistics, Support and Equipment",DG LS&E is to manage the Army's Equipment Capability through life in order to support current and future operations. Main Effort: Ensuring that our operational commanders are resourced with the equipment capability that they need to succeed.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,1171160,1,N/D,,,Military,,1
1605127,N/D,OF-6,Head Information Superiority,"The Directorate is the focal point for all ISTAR policy, planning, doctrine, training and equipment capability matters within LF. The Directorate also acts as the single Army authority for the provision of policy, direction and professional advice to PJHQ, MOD and other service commands on both G2 and ISTAR issues within the Land Environment. The Directorate focuses on delivering coherent ISTAR capability for the Current Operating Environment and offers Land subject matter expertise to Defencewide ISTAR programmes that will deliver enduring capabilities. The G2 Ops team ensures the effective delivery of intelligence on political and military developments in operational areas, and those areas where developing situations could lead to the involvement of British Forces within LF. The G2 Security team ensures the effective delivery of security related developments to CinC LF. This is done by providing LF input to emerging security doctrine and technology as it affects the Field Army and addressing both counter intelligence and personnel security issues.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1603839,N/D,1,N/D,,,Military,,1
1604346,N/D,OF-6,Director Logistics,"D Log (A) is the Army’s 1* Logistic Proponent and lead for all logistic policy and plans, logistic support, and CSS operational capability matters, including assurance, in order to support the provision of Force Elements (FE). This is delivered from 4 x branches, each headed by an AD: Log Pol and Plans; CSS Ops; Log Sp and PATO.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1603839,N/D,1,N/D,,,Military,,1
1604479,N/D,OF-6,Director Equipment,"The Equipment Directorate’s mission is to equip and support the force now and in the future in order to allow it to train and fight. It is the lead on UOR and Equipment Plan capability integration and achieves its objectives through the coordinated efforts of three branches, each headed up by an Assistant Director.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1603839,N/D,1,N/D,,,Military,,1
1272850,Major General R R Davis,OF-7,Director General Army Recruiting and Training,Deliver the required number of appropriately trained and motivated officers and soldiers in order to meet the current and future operational requirements of the Army and Defence.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,205261145,1,N/D,,,Military,,1
1167722,N/D,OF-6,Director Rectruit Training (Operations),"Plan and execute, on behalf of CRF, the Army’s national recruiting campaign. Provide functional support and co-ordination to the regional chain of command executing the regional element of the Army’s national recruitment campaign. Deliver the required number of appropriately trained and motivated service personnel. Direct and manage the recruiting, development, selection and training pipeline.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,N/D,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1212786,N/D,OF-6,Commander Defence College of Logistics & Personnel Administration,"Deliver integrated logistic support and personnel administration training to all four services to the quantity and standards directed by the TDA and TRA in order to support the operational requirements of Defence. Furthermore, Garrison Commander for Deepcut, Pirbright and Mychett.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,28268688,1,N/D,,,Military,,1
1261026,N/D,OF-6,Commander Initial Training Group,"Mission. Train Regular and TA soldiers to the quantity and standards directed by the Training Delivery Authority (TDA) and the Training Requirements Authority (TRA) in order to prepare them for Phase 2 training. Initial Training Group delivers relevant, progressive, challenging and safe training for Regular and TA soldiers, facilitating their successful transition to Phase 2 training. Through Values Based Leadership by inspirational Permanent Staff, we lay the foundations of military character in our Soldiers under Training. By contextualising the Soldiers’ education and training, we prepare them both for Phase 2 training and subsequent operations in Afghanistan.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,6221110,1,N/D,,,Military,,1
1538780,N/D,OF-6,Commandant Royal School of Military Engineering,"The Royal School of Military Engineering (RSME) provides training in all engineering disciplines, which provide the unique range of skills that are fundamental to the Military Engineer as well as delivering Military working animals, handlers and maintainers. Military Engineer skills include the command and management of engineer tasks, combat engineering, artisan, technical and professional engineering, communication, watermanship and driving specialist engineer vehicles.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,4039680,1,N/D,,,Military,,1
1448299,N/D,OF-6,Commandant School of Infantry,"Mission: “To deliver trained officers and soldiers in accordance with the statement of training requirement in order to support the operational requirements of the Army and defence”. The School of Infantry (Sch of Inf) trains and qualifies officers, warrant officers, non-commissioned officers, other ranks, and recruits for the Infantry and wider Army in battlefield leadership and dismounted close combat. It does this in three principal establishments: The Infantry Training Centre at Catterick, the Infantry Battle School at Brecon, and the Support Weapons School at Warminster.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1272850,7170018,1,N/D,,,Military,,1
1232962,Major General N P Carter,OF-7,Director General Land Warfare,"DGLW is to develop and direct land environment tactical thinking, and construct CT3 - CT6 Combined Arms Hybrid Foundation Training (HFT) and further Mission Specifi c Training (MST) in order to optimise force preparation for current and future operations.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,87932158,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1614114,N/D,OF-6,Director Force Development,"Provide a rationale and evidence base to inform future force development. Produce a capstone vision of how UK forces will fight and operate in 2015-2045, to inform future land warfare development. With DGLW, create and institutionalize a pan Army experimental programme (AGILE WARRIOR) to provide an evidence base to set priorities for land force transformation.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,0,1,N/D,,,Military,,1
1226744,N/D,OF-6,Commander Collective Training Group,"CTG is to deliver to the Field Army and others the most effective education, training and training support within resources in order to prepare force elements to succeed on current, contingent and future operations. It is also to deliver a coherent and relevant training progression across the Collective Training Establishments (CTEs), and fulfil responsibilities for the construct and refine functions of collective training in accordance with Collective Training Governance.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,3455250,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1002473,N/D,OF-6,Commander Land Warfare Development Group,"LWDG is to support, analyse, experiment and develop Fd Army capabilities in order to contribute to operational effectiveness in Epoch 1 and guide and inform development of the Fd Army in Epochs 2 to 4.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,757404,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1228936,N/D,OF-6,Brigadier Operational Law,OLB is based at the Land Warfare Centre led by an ALS brigadier. It delivers legal support and training on operational and international law and provides legal support on operations.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,N/D,1,N/D,,,Military,,1
1296288,N/D,OF-6,Director Royal Armoured Corps,"DRAC is to provide coherence across the DLoDs, through the provision of policy, direction and professional advice to the Army and Defence on Mounted Close Combat, Ground Mounted Manned Reconnaissance, HCav/RAC issues, All Arms AFV Technical Training and CBRN Defence in order to sustain the delivery of military capability from the Army now and in the future. DRAC is also the lead proponent for CBRN.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1722443,1,N/D,,,Military,,1
1235458,N/D,OF-6,Director Royal Artillery,"DRA is to provide coherence across DLoDs, through the provision of policy, direction and professional advice (including CAA&I) to the Army and Defence on artillery1, in order to sustain the delivery of military capability from the Land Component, both now and in the future. DRA provides advice to the chain of command on force generation and the programming of force elements against the Operational Commitments Plot. Concurrently, DRA contributes to the development of the capability required for future confl ict, across all LoDs, whilst providing subject matter expertise in support of UORs. DRA owns the Royal Artillery’s liability, managing it across 16 regular and 7 territorial units, with responsibility for recruiting to it, and for setting manning priorities. Furthermore, DRA promotes the standards, values and military ethos of the Royal Artillery, and safeguards its heritage through the Royal Artillery Institution. DRA is also the proponent for terminal control issues for all Joint Fires systems (inc mortars and Forward Air Controllers, but not indirect tank gunfi re), airspace management within battlespace management, and targeting mensuration and geolocation.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1242498,1,N/D,,,Military,,1
1201597,N/D,OF-6,Engineer in Chief (Army),"EinC(A) is to provide coherence across the DLoDs, through the provision of policy, direction and professional advice to the Army and Defence on all Military Engineer (ME) and Royal Engineer (RE) matters in order to sustain the delivery of military capability from the Army both now and in the future.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1332090,1,N/D,,,Military,,1
1443914,N/D,OF-6,Signals Officer in Chief (Army),"SOinC(A) is to promote excellence in Army signalling and Electronic Warfare and to improve operational effectiveness by developing the Land Environment Command Support capability, principally in order to deliver success in Afghanistan, but also a capability for likely contingencies and other subsequent hybrid operations.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1886689,1,N/D,,,Military,,1
1442314,N/D,OF-6,Director Infantry,"D Inf is to provide coherence across the DLODs, through the provision of policy, direction and professional advice to the Army and Defence on Dismounted Close Combat and Infantry issues in order to sustain the delivery of military capability in the Land environment both now and in the future. D Inf is the Competent Army Authority (CAA) and Training Requirements Authority (TRA) for Dismounted Close Combat, Skill at Arms, Military Capacity Building (MCB), Pyrotechnics, WARRIOR, BULLDOG, PPV, FRES and UV, and the proponent for Arms Drill. D Inf also provides assurance of training (distributed) and 1st party audit of TRA/Training Delivery Authority (TDA) training assurance activities.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,6788963,1,N/D,,,Military,,1
1143483,N/D,OF-6,Director Intelligence Corps/Commandant Defence Intelligence and Security Centre,"Comdt DISC is responsible for the delivery of individual intelligence training for all 3 Services. D Int Corps is to provide coherence across the DLODs, through the provision of policy, direction and professional advice to the Army and Defence on all Military Intelligence and Intelligence Corps regimental matters in order to sustain the delivery of military capability from the Army both now and in the future.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,417292,1,N/D,,,Military,,1
1182808,N/D,OF-6,Director Royal Logistics Corps,"DRLC’s mission is to provide coherence across the Lines of Development, through the provision of policy, direction and professional advice to the Army and Defence on Logistic Support and other logistic and RLC regimental matters in order to sustain the delivery of military capability from the Army both now and in the future.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1469451,1,N/D,,,Military,,1
1180453,N/D,OF-6,Director Electrical & Mechanical Engineering,"DEME(A) is to provide coherence across the DLoDs, the provision of policy, direction and professional advice to the Army and Defence in support of Equipment Capability and REME matters in order to sustain military capability in the Land environment both now and in the future.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1232962,1338208,1,N/D,,,Military,,1
1147829,Major General P C Marriott,OF-7,Commandant Royal Military Academy Sandhurst,Train and educate sufficient quality Regular/TA officers and soldiers in order to support the operational requirements of the Army and Defence.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591926,26921896,1,N/D,,,Military,,1
1149947,N/D,OF-6,President Army Officer Selection Board,"The Army Officer Selection Board is responsible for the selection of Potential Officers for training and education to command soldiers in peace and operations and for specialist functions within the Army. The Army Officer Selection Board (AOSB) is based at Westbury in Wiltshire and has been selecting Army Officers since 1949. It is responsible for the assessment and selection of all Regular, Territorial Army and Professionally Qualified Officers",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1147829,N/D,1,N/D,,,Military,,1
1591920,Lieutenant General M F N Mans,OF-8,Adjutant General/Commander Personnel Support Command,AG is to provide the Firm Base in order to support the generation of operational capability.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598314,5108846,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1186684,N/D,OF-6,Chief of Staff Personnel and Support Command,Direct and coordinate the staff output within HQ PSC to provide the Firm Base in order to support the generation of operational capability.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,3212085,1,N/D,,,Military,,1
1603638,N/D,OF-6,Director Infrastructure,"The Directorate of Infrastructure exists to provide the Competent Army Authority for Infrastructure. DInfra defines the required Army Estate and secures the funding required to deliver, develop and maintain the modern infrastructure needed to support the Army’s current and future basing requirements. The overall vision is to ensure that the Army is housed in modern infrastructure on the home base, where soldiers and their families want to live and work.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,N/D,1,N/D,,,Military,,1
1603797,Eliminated,OF-6,Director Office of Standards of Casework (Army),"OSC(A) oversees the Army's casework for discipline, administrative dealings and the handling of complaints. It serves to fostera culture of fairness, justice, efficiency and parity of dealing. The Director is accountable only to the Army Board but is otherwise independent of the chain of command.",Ministry of Defence,Ministry of Defence,Land Forces,N/A,N/A,1591926,N/D,1,N/D,,,Military,Post lifed until Apr 2011,1
1606780,Major General M J von Bertele,OF-7,Director General Army Medical Services,"DGAMS monitors and assesses the health of the Army to assist DG Pers in the provision of Health Policy. He provides a policy oversight and assurance for CINC in the generation and delivery of medical operational capability. He is directly responsible for the provision of primary care services to the Army and community mental health services to defence. As the CAA&I, he also provides assurance of healthcare delivered by others, including on operations and at Role 4, Secondary Healthcare, Rehabilitation, Dental and Veterinary Services.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,42047314,1,N/D,,,Military,,1
1606414,N/D,OF-6,Director Medical Capability (Army),"D Med Plans(A) supports DGAMS in the development of medical operational concepts, doctrine and capability, health advice and healthcare policy in order to meet the requirements of the Army and Defence. To develop Land Forces' medical operational capability in order to meet Army and Defence requirements.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1606780,N/D,1,N/D,,,Military,,1
1606413,Eliminated,OF-6,Director Army Veterinary and Remount Services,"DAVRS is the professional and administrative head, providing policy and doctrine formulation for the Army Veterinary & Remount Services including MOD civilians employed in Army Establishments.",Ministry of Defence,Ministry of Defence,Land Forces,N/A,N/A,1606780,N/D,1,N/D,,,Military,,1
1213000,N/D,OF-6,Director Army Primary Health Care Service,DAPHCS is responsible for delivering a safe and effective primary healthcare service to the Regular Army in the UK in order to enhance and sustain the operational effectiveness of the Army.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1606780,N/D,1,N/D,,,Military,,1
1603663,Major General M D Conway,OF-7,Director General Army Legal Services,"The Mission of the Director General of the Army Legal Services, Major General D M Howell CB OBE, is to deliver military legal support to the Army. His tasks include the provision of: - Legal support on discipline and administrative law policy and casework, international and operational law, employment law and legislation. - The Army Board and Complaint Panel with legal military support as the Army's Principal Legal Adviser. - Legal support to AG as the Army Inspector. - Army prosecutors for the Tri-Service Prosecuting Authority. - Legal assistance to Service personnel and their dependants, overseas. - Force generation of ALS personnel (sufficient, motivated, trained) as Service Director and Head of Arm for the ALS.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,N/D,1,N/D,,,Military,,1
1603664,N/D,OF-6,Director Legal Advisory,"D Legal Advisory is a 1* staff directorate in HQLF that delivers military legal support to HQLF and its chain of command on discipline and administrative law, employment law and legislation and training.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1603663,N/D,1,N/D,,,Military,,1
1143047,The Venerable S Robbins,OF-7,Chaplain General,"To give direction and professional advice on Spiritual, Moral and Pastoral needs and assist with the recruitment of chaplains in order to enable CGS to deliver the Army's contribution to current and future defence capabilities",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,N/D,1,N/D,,,Military,,1
1600451,N/D,OF-6,Deputy Chaplain General,"DAPS is to direct the development of Army Personnel Strategy (APS) and programmes, and to provide executive support to AG, in order to support the people component of operational capability.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1143047,N/D,1,N/D,,,Military,,1
1598395,Major General G W Berragan,OF-7,Director General Personnel,"As the 2* lead for the personnel function in the Army staff, to develop and deliver personnel policies, plans and services, and represent the Army's personnel needs in the tri-Service, Defence and cross-Government arenas in order to sustain and enhance the operational effectiveness of the Army.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,44543468,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1603496,N/D,OF-6,Director Staff and Personnel Support (Army),"HQ DSPS(A) is the lead staff branch in HQLF on military human resources delivery and associated issues. It provides the Army with holistic and timely policy, direction and professional advice on all aspects of personnel administration (including delivery of pay, allowances, charges, public and non-public funds) and staff support to units and formations. In addition, as an Arms and Service Directorate, it is also responsible for sustaining the military capability of SPS Branch personnel (Regular and Reserves) across all the DLoDs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598395,N/D,1,N/D,,,Military,,1
1603539,N/D,OF-6,Director Educational and Training Services (Army),"DETS(A) is responsible for Army Educational Policy and provides functional direction to and assurance of Army Educational and Training Services. DETS(A) delivers subject matter expertise for Army/MOD/OGD, external stakeholders, professional bodies and other Armed Forces. DETS(A) is also the lead proponent for cultural and language capability; Army Library and Information Services; Accreditation.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598395,4726760,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1603207,N/D,OF-6,Director Army Personnel Strategy,"DAPS Mission: To develop Army personnel strategy and engage with Defence and the other services to shape and influence strategic personnel direction and the delivery of joint effects, in order to sustain and enhance the operational effectiveness of the Army.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598395,N/D,1,N/D,,,Military,,1
1602797,N/D,OF-6,Director Manning (Army),"DM(A) is to develop and direct manning and employment and health policy and plans in order to sustain the Army manpower component of Defence capability, now and in the future.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598395,N/D,1,N/D,,,Military,,1
1603179,N/D,OF-6,Director Personnel Services (Army),"DPS(A) is to develop policy for the promotion of the Army's ethos, the maintenance of discipline, and the development and delivery of the Army's conditions of service, in order to sustain the motivation and well being of the Army.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1598395,3239777,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1248596,Major General A R Gregory,OF-7,Military Secretary,"The Military Secretary’s role is to develop, manage and guide the careers of all officers and soldiers, giving due weight to the needs of the Army and the individual, with the overriding purpose of enhancing the operational effectiveness of the Army. In a nutshell, the Military Secretary supports the Army’s operational effectiveness by matching the right people, regular and reservists, to the right posts, and giving them timely notice",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,120517325,1,N/D,,,Military,,1
1224948,N/D,OF-6,Deputy Military Secretary,"Holds responsibility for the career management and development of officers (below Major General) and all soldiers in the Army, both Regular and Reserve. Mission: ‘To develop, manage and guide the careers of all officers and soldiers, giving due weight to the needs of both the Army and the individual, with the overriding purpose of enhancing the operational effectiveness of the Army.’",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1248596,N/D,1,N/D,,,Military,,1
1144260,Major General D A H Shaw,OF-7,General Officer Commanding 2 Division,"Provide the necessary Firm Base support within boundaries in order to meet the CinC LF’s operational requirements and wider Defence needs. The 2nd Division is responsible for the training, deployment and administration of Army units in Scotland, Northern Ireland and Northern England. As a Regional Division, it is one of the Army's key formations, helping to deliver military capability to the Government and the British people.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,45473026,1,N/D,,,Military,,1
1253061,N/D,OF-6,Commander 15 (North East) Brigade,15 (NE) Brigade is the regional brigade which looks after the Army's interests in the North East of England. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1144260,6704142,1,N/D,,,Military,,1
1459738,N/D,OF-6,Commander 38 (Irish) Brigade,38 (Irish) Brigade is the regional brigade which commands operations and delivers the Firm Base in Northern Ireland in order to meet CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1144260,19536018,1,N/D,,,Military,,1
1168245,N/D,OF-6,Commander 42 (North West) Brigade,42 (North West) Brigade is the regional brigade which looks after the Army's interests in North West England and the Isle of Man. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1144260,3365930,1,N/D,,,Military,,1
1167292,N/D,OF-6,Commander 51 (Scottish) Brigade,"51 (Scottish) Brigade is to provide and manage effectively Infrastructure Support, Military Capability, Representation and resources within Scotland. The Brigade is to provide the necessary Firm Base support within boundaries in order to meet in CinC LF's operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1144260,4146988,1,N/D,,,Military,,1
1152846,Major General R L Kirkland,OF-7,General Officer Commanding 4 Division,"Provide the necessary Firm Base support within boundaries, including British Gurkhas Nepal and Brunei Garrison and exercise control over DFRMO, in order to meet CinC LF’s operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,80734523,1,N/D,,,Military,Salary cost of report not inclusive of LEC salaries,1
1167034,N/D,OF-6,Commander 2 (South East) Brigade,"2 (South East) Brigade is the Regional formation of the Army in the South East of England, part of the 4th Division. The Brigade is to provide the necessary Firm Base support within boundaries including British Gurkhas Nepal and Brunei Garrison and exercise control over DFRMO, in order to meet CinC LF's operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1152846,3604288,1,N/D,,,Military,,1
1168553,N/D,OF-6,Commander 43 (Wessex) Brigade,43 (Wessex) Brigade is the Army Regional formation in the South West of England. It provides the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1152846,4494160,1,N/D,,,Military,,1
1178769,N/D,OF-6,Commander 145 (South) Brigade,"145 (South) Brigade is the Army Regional formation in the South of England, and it forms part of the 4th Division in Regional Forces. It provides the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1152846,3548480,1,N/D,,,Military,,1
1211451,Major General M J Rutledge,OF-7,General Officer Commanding 5 Division,"Provide the necessary Firm Base support within boundaries in order to meet the CinC LF’s operational requirements and wider Defence needs. The 5th Division is responsible for the training, deployment and administration of Army units in Wales, the Midlands and East Anglia. As a Regional Division, it is one of the Army's key formations, helping to deliver military capability to the Government and the British people.",Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1591920,29208858,1,N/D,,,Military,,1
1168742,N/D,OF-6,Commander 49 (East) Brigade,49 (East) Brigade covers East Midlands and East Anglia. The brigade is responsible for providing the necessary Firm Base support within boundaries in order to meet CinC LF's operational requirements and wider Defence needs.,Ministry of Defence,Ministry of Defence,Land Forces,01264 886109,LF-Sec-Group@mod.uk,1211451,3813310,1,N/D,,,Military,,1
